"","state","county","tract","healthcare_adjusted"
"847","37","161","960100",0.0818059299191375
"848","37","161","961200",0.106934543097861
"849","37","161","960500",0.102719033232628
"850","37","161","960700",0.0707722870623293
"851","37","161","960400",0.0504748982360923
"852","37","161","960200",0.115711854792967
"853","37","161","960300",0.0844155844155844
"854","37","161","961000",0.119613556203036
"855","37","163","970600",0.0912198248237556
"856","37","163","971000",0.138932806324111
"857","37","163","970500",0.172970247100353
"858","37","163","970800",0.242799539170507
"859","37","163","970900",0.0788581119276427
"860","37","163","970400",0.108096280087527
"861","37","163","970700",0.177145981410607
"862","37","163","970100",0.161603375527426
"863","37","163","970200",0.13875809299588
"864","37","119","003300",0.0678349349915206
"865","37","119","004000",0.154764442549563
"866","37","119","004600",0.177286356821589
"867","37","119","005712",0.0850515463917526
"868","37","119","005713",0.0558119094704461
"869","37","119","005815",0.0961197058077606
"870","37","119","005816",0.0301507537688442
"871","37","119","002600",0.0899718837863168
"872","37","119","003006",0.0716374269005848
"873","37","003","040600",0.044256120527307
"874","37","003","040400",0.0770596065670759
"875","37","035","011401",0.130643340857788
"876","37","035","011503",0.0517615176151762
"877","37","035","011504",0.0764786376767523
"878","37","035","011601",0.143108762659621
"879","37","035","011602",0.0761332816737699
"880","37","037","020103",0.0758232235701906
"881","37","037","020104",0.0467411545623836
"882","37","037","020105",0.0346265409717186
"883","37","037","020106",0.117352492924015
"884","37","037","020401",0.27201180521397
"885","37","037","020402",0.222938430762392
"886","37","037","020701",0.0209469153515065
"887","37","037","020702",0.134884884884885
"888","37","039","930100",0.152554399243141
"889","37","039","930200",0.0974477958236659
"890","37","039","930300",0.169646114556731
"891","37","039","930400",0.141899815714525
"892","37","039","930500",0.155370964696998
"893","37","039","930601",0.141771411867875
"894","37","039","930602",0.106541606541607
"895","37","041","930101",0.0818355640535373
"896","37","041","930102",0.124149659863946
"897","37","041","930200",0.0862624712202609
"898","37","045","950101",0.147088252951771
"899","37","045","950102",0.181105448843591
"900","37","045","950301",0.138655462184874
"901","37","045","950302",0.103237528906508
"902","37","045","950601",0.178272251308901
"903","37","153","970300",0.129625031040477
"904","37","153","970400",0.0453133091662351
"905","37","063","002018",0.0550745801606342
"906","37","063","001601",0.0672882672882673
"907","37","063","000900",0.287719298245614
"908","37","063","000402",0.0641848523748395
"909","37","091","950300",0.159798149705635
"910","37","091","950200",0.0791492329149233
"911","37","091","950100",0.0977789815817985
"912","37","105","030200",0.180690072639225
"913","37","105","030300",0.207296849087894
"914","37","129","010900",0.224229074889868
"915","37","129","011100",0.127259036144578
"916","37","129","011300",0.103131749460043
"917","37","129","011400",0.103206997084548
"918","37","129","010700",0.107010264249836
"919","37","109","071002",0.0952914798206278
"920","37","109","071101",0.050561797752809
"921","37","109","071102",0.0364663585002568
"922","37","109","071201",0.0755845568243611
"923","37","109","071202",0.0453035336756267
"924","37","109","071203",0.022230813841098
"925","37","113","970501",0.110051357300073
"926","37","111","970901",0.110576242389919
"927","37","111","970902",0.0972437888198758
"928","37","113","970301",0.167800453514739
"929","37","035","010700",0.223161453930685
"930","37","035","011701",0.0887573964497041
"931","37","035","010202",0.107338062565415
"932","37","035","010402",0.153632943971491
"933","37","035","010303",0.132349602724177
"934","37","035","010900",0.195402298850575
"935","37","035","010101",0.0712361064331425
"936","37","085","071401",0.17864476386037
"937","37","063","000102",0.259593679458239
